request_timestamp,request_year,request_month,request_id,downloaded
2026-09-02T13:23:21,1997,01,ec9f1209-172b-4843-8720-ae4af43aa782,1
2026-09-02T13:23:25,1997,02,7dc2f80a-da1c-4c75-9eca-fe5f71fe4f15,1
2026-09-02T13:23:27,1997,03,deda48d5-e127-4ad3-8cb4-a2cea9173b05,1
2026-09-02T13:23:29,1997,04,9f73a964-cfe7-4574-8709-199a42f2335d,1
2026-09-02T13:23:30,1997,05,a18a16a7-d3c8-4f47-9e3e-a5c07ae54680,1
2026-09-03T07:42:45,1997,06,92e45155-8f9c-4f39-ae3a-e796914c31fa,1
2026-09-03T07:42:47,1997,07,39cae7c8-bfe5-4ca9-a770-9495dafa0996,1
2026-09-03T07:42:48,1997,08,36535473-c298-4734-8749-3cdcad62a1f8,1
2026-09-03T07:42:50,1997,09,54ef0fa2-4aff-4aa1-81d2-837c3c4f0dd3,1
2026-09-03T07:42:52,1997,10,387b57c6-9cbd-4861-851d-4e1aac3e258c,1
2026-09-02T13:19:54,1997,11,ef5a7864-4244-4a30-823c-676eaa729e62,1
2026-09-02T13:19:56,1997,12,981f3880-ca58-4142-9d4c-7fd84ac99536,1
2026-09-03T08:51:20,1998,01,8f3327bd-22b7-449b-97d2-06d072055c7e,1
2026-09-03T08:51:22,1998,02,cec692b7-b5b3-4264-870f-a5424c578c70,1
2026-09-03T08:51:24,1998,03,048c1330-b416-4da3-bdf4-5f79c7be371f,1
2026-09-03T08:51:25,1998,04,f053d8fc-d602-47cd-8f94-3958d4794dc2,1
2026-09-03T08:51:27,1998,05,bd7948bc-e6d2-4334-a893-bea74c46d1d8,1
2026-09-03T08:51:25,1998,04,f053d8fc-d602-47cd-8f94-3958d4794dc2,1
2026-09-03T08:51:27,1998,05,bd7948bc-e6d2-4334-a893-bea74c46d1d8,1
2026-09-03T08:51:29,1998,06,618efca9-3650-4709-aec1-155d850870ce,1
2026-09-03T08:51:32,1998,07,c7d06dfe-fe37-40f0-996a-e8207b6f0a60,1
2026-09-03T08:51:34,1998,08,84017001-c84b-4631-8291-b26cf6c19ff7,1
2026-09-03T08:51:35,1998,09,af20375b-86cd-4828-be36-cdf099677091,1
2026-09-03T08:51:37,1998,10,b68c8334-f707-496e-95ee-2d9fb1812dd0,1
2026-09-03T08:51:39,1998,11,e7e14e31-5d79-4a83-99b5-1255b7cc8a63,1
2026-09-03T08:51:41,1998,12,3cb4afd8-78b4-436d-be18-6f7d720ecf3a,1
2026-09-03T08:51:45,1999,01,c43af52e-4218-4e75-bc27-99bd91ef047b,1
2026-09-03T08:51:47,1999,02,5bab6881-df29-4e72-ae4a-1cf860436156,1
2026-09-03T08:51:50,1999,03,2a6b42db-6a96-42c9-ba0e-b6cd035771ad,1
2026-09-03T08:51:57,1999,04,b44d2756-0a5d-439b-a83a-d3db26f0289d,1
2026-09-03T08:51:59,1999,05,9fb9cd3e-1843-43a6-aade-017dc67db59a,1
2026-09-03T08:52:01,1999,06,a6e8c423-2062-4db1-a3c0-82ae199b650e,1
2026-09-03T08:52:03,1999,07,dd2720cd-b8c6-4de2-bbff-352ed9a65514,0
2026-09-03T08:52:08,1999,08,7c700e57-868b-408c-9215-48c8f6419ae8,0
2026-09-03T08:52:09,1999,09,8d455f6d-f420-40b9-99fc-b740879cd0e0,0
2026-09-03T08:52:11,1999,10,14ac10d8-469f-4abb-b720-28f309852ac4,0
2026-09-03T08:52:14,1999,11,38e31950-82eb-4b00-a4a3-8e9b582eb0f0,0
2026-09-03T08:52:18,1999,12,d81cd62b-abcb-4ae6-95fd-54304850bb9f,0
2026-09-03T08:52:21,2000,01,afac0c4a-4afb-42b5-8b6d-b92d3780db36,0
2026-09-03T08:52:23,2000,02,57457999-2c08-44b7-bb51-3a1d08d7bb90,0
2026-09-03T08:52:24,2000,03,5249bd8e-0896-4732-ab66-75b8dd0cc9b6,0
2026-09-03T08:52:26,2000,04,145384c8-e51c-49ea-a741-026ba71548a2,0
2026-09-03T08:52:28,2000,05,8ba05dcb-1ed8-4bce-9517-bf7ec779753d,0
2026-09-03T08:52:29,2000,06,a73314d8-627c-4238-b9bb-a14a4dba8dc8,0
2026-09-03T08:52:31,2000,07,9b4aa4c6-8610-4661-b917-4b81e73a0530,0
2026-09-03T08:52:33,2000,08,b8d01a33-e8cd-4850-b339-bfe58b6bfcb6,0
2026-09-03T08:52:34,2000,09,42d237b6-bb15-4527-933f-edac13abb1b2,0
2026-09-03T08:52:36,2000,10,685651d8-3ed1-4c7d-bac6-aeba17a84994,0
2026-09-03T08:52:38,2000,11,e6bec9b8-41be-43bd-864d-7e74db1132f2,0
2026-09-03T08:52:39,2000,12,a656ef4c-6ab1-436f-8de3-ff47610168e6,0
2026-09-03T08:52:41,2000,,e5f1e4db-4ee9-43b9-9bb0-6e42fb8a81bb,0
2026-09-03T08:52:46,2001,01,0483040e-7f6f-4919-88f7-00a32b6be10a,0
2026-09-03T08:52:49,2001,02,9c86d0a4-41c8-4893-bf40-87c015ac1d64,0
2026-09-03T08:52:50,2001,03,ad800037-12ba-471f-85a5-95b3b2045cdc,0
2026-09-03T08:52:52,2001,04,f2db729a-f3c2-4ce0-aeb4-0f10d9600f8e,0
2026-09-03T08:52:54,2001,05,18564677-136e-48c9-8607-839e3dc6e328,0
2026-09-03T08:52:56,2001,06,63ffb790-f2a1-4150-a06a-3ea05289542e,0
2026-09-03T08:52:57,2001,07,f5af7b52-2742-41a0-b061-e4d1216baad6,0
2026-09-03T08:52:59,2001,08,1adc9cbe-7025-4b46-b7e5-8c00bfba7db5,0
2026-09-03T08:53:01,2001,09,d08fd85b-ea7a-44d3-a23b-e63723679401,0
2026-09-03T08:53:03,2001,10,6ffac2fc-b684-4a8b-9a31-cb49816490af,0
2026-09-03T08:53:05,2001,11,f94eaa17-ed9d-4f31-900a-37c9033e75bf,0
2026-09-03T08:53:07,2001,12,b726a4f3-b95a-4e01-8d50-c0edb1ed724b,0
2026-09-03T08:53:10,2001,,7926bafd-5f81-4c55-8c7c-d2f424a07b82,0
